Name,Code,Inventory,Perennial Inventory,Genetics,Scientific name,Header,Terms,height (ft),Δh (ft),width (ft),Δw(ft),Google patent,Origin,Use,W2W?,History,2022 ideas,Notes,Supplier notes,Suppliers,Pollinator,Attachments,Perennial Seeding,Pollen Pairing,pecan matrix,pecan matrix 2,Pollen shed start,Pollen shed stop,Pollen receive start,Polle n receive stop,last update,Field 33,Bloom time,Flower,Foliage
Black Ice,Not relevant,0,,,Prunus spp or hybrid,Rosaceae-Amygdaloideae-Amygdaleae: Prunus spp and X (Other plums),,,,,,,Cultivar,X,,,,Not P americana per [1] https://www.fedcoseeds.com/trees/hybrid-plums and linked pages,,,,,,,,,,,,,7/9/2021 5:53pm,,,,
Amelanchier 'Success' (Serviceberry),Interesting,0,,Hybrid,A. stolonifera X A. alnifolia.,Rosaceae-Amygdaloideae-Maleae: Amelanchier sp,unknown,,,,,,NC - Hybrid,"naturalizing,landscaping,under walnut,fruit",,,," ‘Success’ may be a hybrid of A. stolonifera and A. alnifolia. It is an attractive, ornamental shrub form that originated in the Appalachian mountain region of Pennsylvania before 1868. It was acquired 1873 by H.E. Van Deman of Kansas and introduced by him in 1878; he sold more than 10,000 plants over the next decade. - https://davesgarden.com/guides/pf/go/223519/

20171211 Oikos Farms

Hi there,

I'm looking for a treeform Amelanchier for our driveway island. It will be full sun in North Carolina red clay 30' east from the trunk of a young black walnut with a clear southern exposure. It seems Amelanchier spp do well with black walnuts. I'm hoping for the (random seedling) black walnut to fill out and become a lovely shade tree, so it may eventually over shadow the Amelanchier spp.

I'm also interested in Amelanchier sp that would act as an ecosystem replacement for the autumn olive (Eleagnus umbellata) that thrive under our 90' yellow pines.

I'd appreciate your thoughts about which of your Amelanchier varieties might do well for both purposes. My climate and soil notes are below.

With thanks,
judith bush

Amelanchier is tricky because it is 'latitude' sensitive and most of ours are very good in Michigan but may not work farther south because of issues with disease. The disease is more of an issue with the fruit quality and growth rate of the plant too. The variety success we grow is probably the most southern we have that would grow in your area.

As far as autumn olive goes-there really isn't a native substitute in that the high nutrition of the seeds and fruit pulp and ripening period including flower nectar production for native insects made it a very unique plant with a very positive effect in the environment. Maybe other red berried plants like Viburnum or Coralberry might be somewhat at the same time in terms of ripening. I would try that if you do not want Autumn olive. (It appears after reading on line no one wants it! 

Thanks for your interest.

Ken Asmus",,,,,,,,,,,,,5/5/2024 5:31pm,,,,
Amelanchier arborea (Downy Serviceberry),Interesting,0,,Species,Amelanchier arborea,Rosaceae-Amygdaloideae-Maleae: Amelanchier sp,species,20.00,5.00,12.50,2.50,,Chatham,"naturalizing,landscaping,under walnut,fruit",,,,"I get the sense this is more robust and more attractive; equally edible.

http://www.namethatplant.net/plantdetail.shtml?plant=66
https://plants.usda.gov/home/plantProfile?symbol=AMAR3
https://plants.ces.ncsu.edu/plants/amelanchier-arborea/ : Downy serviceberry grows in a wide range of cultural conditions: in full sun to partial shade and acidic to neutral, sandy, loam, or clay soil that is moist and well drained, but occasionally wet or dry. It has a multistemmed habit as a small tree or, if the root suckers are not removed, it will attain a more shrubby like form. Typically growing 15 to 25 feet tall with a narrow, rounded form, it can reach heights of 40 feet in the wild. The trunk can range from 6 to 18 inches. 



",,Amelanchier arborea (Downy Serviceberry)@CFH2021MM,,,,,,,,,,,5/5/2024 5:31pm,,,,
Amelanchier canadensis (Eastern Serviceberry),Interesting,0,,Species,Amelanchier canadensis,Rosaceae-Amygdaloideae-Maleae: Amelanchier sp,species,,,,,,Chatham,"naturalizing,landscaping,under walnut,fruit",,,,"http://www.namethatplant.net/plantdetail.shtml?plant=68
https://plants.ces.ncsu.edu/plants/amelanchier-canadensis/
",,,,,,,,,,,,,5/5/2024 5:31pm,,,,
Autumn Brilliance Juneberry,Interesting,0,,Selection,Amelanchier sanguinea,Rosaceae-Amygdaloideae-Maleae: Amelanchier sp,unknown,,,,,,NC,"naturalizing,landscaping,under walnut,fruit",,"20180121 planted in flat, some left over
20171228 order Sheffields
Amelanchier x grandiflora Autumn Brilliance @sheffields, Rosaceae-Amygdaloideae-Maleae:: Amelanchier sp (Serviceberry), Autumn Brilliance, —/109 seeds, , --, — ,— , ""Collection Locale: Tennessee; Crop Year: 2013”, $4.95
Scarification: Soak in water, let stand in water for 24 hours.
Stratification: warm stratify for 30 days, cold stratify for 120 days.
Germination: sow seed 1/8"" deep , tamp the soil, mulch the seed bed.",,"Amelanchier grandifolia ""illegal"" name per USDA Plants. Native to one county in NC mountains.

Autumn Brilliance Juneberry is an easy to grow native that adapts to a wide range of soils and climatic zones. Fruits are good size about one half inch in diameter and sweet and pleasant picked fresh. Also called serviceberry, Autumn Brilliance blooms a mass of clustered white flowers very early in spring and bears clusters of blueberry like fruits in June. Then, in the fall, the small tree turns vivid red. There is usually more than enough fruit for putting up for later use. Zones 3-8 Space 15' circle 
View detailed information

The ultimate in four-season beauty, 'Autumn Brilliance' serviceberry bears clusters of white flowers in spring, delicious dark blue fruits in summer, outstanding red fall color, and attractive silvery-gray bark. It thrives in full sun or part shade and moist, well-drained soil. Name: Amelanchier 'Autumn Brilliance' Size: To 25 feet tall and 30 feet wide Zones: 5-8
",,,,,,,,,,,,,10/24/2021 7:18pm,,,,
Big Red Mayhaw (Crataegus opaca) ,Interesting,0,,Selection,Crataegus opaca,Rosaceae-Amygdaloideae-Maleae: Crataegus spp (native US spp),unknown,,,,,,US - South,"naturalizing,fruit",,,,species from here & here,,,,,,,,,,,,,5/5/2024 5:31pm,,,,
Reliable Mayhaw (Crataegus opaca)  ,Interesting,0,,Selection,Crataegus opaca,Rosaceae-Amygdaloideae-Maleae: Crataegus spp (native US spp),unknown,,,,,,US - South,"naturalizing,fruit",,,,species from here.,,,,,,,,,,,,,5/5/2024 5:31pm,,,,
Mason's Superberry,Interesting,0,,Selection,Crataegus spp,Rosaceae-Amygdaloideae-Maleae: Crataegus spp (native US spp),unknown,,,,,,US - South,"naturalizing,fruit",,,,'Mason's Superberry' (aka ‘Texas Superberry’) is an upright spreading tree that blooms in mid- to late February; fruit ripens in late April. The fruit is large and very dark red with pink flesh. Fruit firmness is excellent but retention on the tree can be excessive. Its early bloom time resulted in very light crops in 1993 and 1998.,,,,,,,,,,,,,5/5/2024 5:31pm,,,,
Southern Crabapple,Have,1,"""Southern Crabapple (Island, 130)""",Species,Malus angustifolia (Southern crabapple),Rosaceae-Amygdaloideae-Maleae: Malus angustifolia (Southern crabapple),species,,,,,,NC,"fruit,naturalizing",,"Sales Order 12377 from Country Farm & Home Supply, Inc. for Mellow Marsh bare root seedlings


20201124 Sheffields Order
30 seeds/packet, 98% germination Collection Locale: Louisiana; Crop Year: 2013

20180101 One still with me… unless it’s frozen with the recent cold snap.
20170717 Probably cooked most of the seedlings. One has survived. 
20170326 Moved  malus augustifolia  seeds from fridge & damp paper towel to pots. The 8 most advanced seeds (one even had a radicle visible) went into old catnip pots in groups of 4. Then the remaining were split between 3"" cardboard and tow catnip pots at 6 up.

20170102-S-1158138 Sheffields $45.75
https://sheffields.com/seeds-for-sale/Malus/angustifolia 30 seeds $4
Weight: 1 pkt (30 seeds) Collection Locale: Louisiana; Crop Year: 2013
Scarification: Soak in water, let stand in water for 24 hours.
Stratification: cold stratify for 60 days.
Germination: sow seed 1/16"" deep, tamp the soil, mulch the seed bed.",,"http://plants.usda.gov/core/profile?symbol=MAAN3 plausible for Chatham

Prevention and Control Plant resistant varieties and eliminate hosts from the area. ... resistant as are apple varieties Freedom, Liberty, and Priscilla. Always rake-up and destroy diseased or damaged fruit and leaves. -- https://www.backyardgardener.com/plantname/malus-angustifolia-southern-crabapple/",,"Southern Crabapple@Mail Order Natives,Southern Crabapple@Willis (GA),Southern Crabapple@CFH2021MM",,,,,,,,,,,5/5/2024 5:07pm,,,,
Malus coronaria (Sweet crabapple),Less interesting,0,,Species,Malus coronaria (Sweet crabapple),Rosaceae-Amygdaloideae-Maleae: Malus coronaria (Sweet crabapple),species,,,,,,NC,,,,,In mountains of NC and northern prairies,,,,,,,,,,,,,7/2/2021 7:26pm,,,,
Malus ioensis (Prarie crabapple),Less interesting,0,,Species,Malus ioensis (Prarie crabapple),Rosaceae-Amygdaloideae-Maleae: Malus ioensis (Prarie crabapple),species,,,,,,Americas,,,	,,The prairie crabapple tree can grow up to 35 feet (10 m) in height. It bears white or pink flowers in the summer and small apple-like berries in the fall.[4] -- WP,,,,,,,,,,,,,7/2/2021 7:26pm,,,,
Robinson crabapple,Not relevant,0,,Clone,Malus 'Robinson',Rosaceae-Amygdaloideae-Maleae: Malus spp (domesticated),,,,,,,,,,,,"Pink, not large fruit, not native.

‘Robinson’ is noted for being a fast-growing cultivar. ‘Robinson’ is a pink-flowered crabapple that typically matures to 15-25’ tall. It is noted for its rounded shape, deep pink flowers, red fruit and good disease resistance. Oval leaves (to 3” long) emerge purple when young, turn bronze green with red veining during the growing season and finally turn varying but sometimes good orange fall color. Crimson buds open in spring to deep pink flowers (1.5” diameter). Flowers are followed by bright red crabapples (to 3/8” diameter) that mature in fall and may persist into winter. Birds are attracted to the fruit. Fruit may be harvested for jellies. -- missouribotanicalgarden
",,,,,,,,,,,,,11/5/2021 7:31pm,,,,
Prairie Fire crab,Not relevant,0,,,Malus ‘Prariefire’  ,Rosaceae-Amygdaloideae-Maleae: Malus spp (domesticated),,,,,,,,,,,,Self fertile and very disease resistant AND beautiful! -- but tiny fruit.,,,,,,,,,,,,,12/3/2021 1:00pm,,,,
Malus × moerlandsii 'Profusion',Interesting,0,,Clone,Malus × moerlandsii 'Profusion',Rosaceae-Amygdaloideae-Maleae: Malus spp (domesticated),,,,,,,Cultivar,"fruit,landscaping",,,,"‘Profusion’ is a spreading, violet-red-flowered crabapple that typically matures to 15-30’ tall. It is noted for its rounded shape, violet-red flowers, red fruit and good disease resistance. Oval leaves (to 3” long) emerge reddish-purple when young, turn bronze green during the growing season and finally turn varying but sometime good amber fall color. Red buds open in spring to violet-red flowers (1.5” diameter). Flowers are followed by bright red crabapples (to 1/2” diameter) that mature in fall and may persist into winter. Birds are attracted to the fruit. Fruit may be harvested for jellies.
Problems
Generally excellent disease resistance to rust and leaf spots. Moderate susceptibility to powdery mildew. Infrequent susceptibility to scab and fireblight. Potential insect pests are of lesser concern and include tent caterpillars, aphids, Japanese beetles, borers and scale. Spider mites may occur.
Listed in southeast good varieties",,,,crab.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/onr3TamcSO4YvSSacABGiw/0nrwNDMRO6GxrT65Bedjdt0lMZMPqOMBiVpgTHWFBa7RuD_W4yR8PtoJKb53vApDFgDpt6IUMIC2dohnI1hArtXPdWrP-XPwgzOWiT51qw9ouqv5skh_7yPtEUqt3oHWMP7ylX-xKFT24jBirQLfSw/OUk0KCTA4ms3WaXmkK25m3zEGwmznl6ycP4-aMgLJPs),,,,,,,,,6/27/2021 11:51am,,,,
Malykin Apples,Have,2,"""Malykin Apples (DEAD, 21)"",""Malykin Apples (Other, 22)""",Clone,Malus pumila,Rosaceae-Amygdaloideae-Maleae: Malus spp (domesticated),unknown,,,,,,Cultivar,fruit,,,,,,,,,,,,,,,,,6/27/2021 11:01am,,,,
Malus pumila 'Aunt Rachel',Have,1,"""Malus pumila 'Aunt Rachel' (OCZSun, 34)""",Clone,Malus pumila 'Aunt Rachel',Rosaceae-Amygdaloideae-Maleae: Malus spp (domesticated),heirloom,,,,,,Cultivar,fruit,,20180606 Century Farms Apple Order,,"From Century Farm Orchards— Aunt Rachel: Chatham County. NC, [date?] disease resistant, fast growing, easy to prune. Ripens over several weeks late July to early August, red (and green?) with darker stripes, good for eating & cooking, flesh: white, firm, mildly tart, juicy

Jr, Creighton Lee Calhoun. Old Southern Apples: A Comprehensive History and Description of Varieties for Collectors, Growers, and Fruit Enthusiasts, 2nd Edition. Revised and expanded second edition edition. White River Junction, Vt: Chelsea Green Publishing, 2011.

2021-07-19 Next Door:
Kerry Straughn  • Alex Cockman
Aunt Rachel came from my back yard. Mr Calhoun came and took cuttings probably 20+ years ago.",,,,"rachael.png (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/stwRhV4ejKBWLZuVyh1qyQ/z4oC7-XHF0HO91gEJaStaEC_LZwhs2V3VMfDoYWF__e-cCvPI_5hO9tCvMndoS08mfW3qZxEagH5e1L-GvhDzq1ov4WrzwRXLQ2xKpZs7-zzPRJ7rLHzMEJfUP4v_fuug4CCVFFoPBvQNZrSvDQ8vA/bKvL_Qgna4yA-6pgKeJR1OJl3Zgu2Cw-dWt26psr0xM),""Plant an Old Southern Apple Tree to Commemorate Chatham County’s 250th Anniversary - News & Updates - Chatham County, NC.pdf (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/iWOVem2fFzuSQLCHXGY3Hw/n3YTI5QRGmSle0NEYK3vjf3rGXPYkydmSv-z-ddqpSN1wmDk8CnceMQMOqi3syjO25IxUTgnBKRxNY4WiG9DZuJErR_2s9CM950KqNKbsjwjPliWYdgPMIHxTdya5kJvv3PbhjDXujUzMEj5NQSSM3pzdsr2t6Bfs0hWLfTXOFu4pVEGWCtN2ItkSZlbFqRJvX_OiCYcNllHMtjmh7HAPLFxEeRQgRFfg7V24fcBZyEyqiNajW_0IFsUp10E52Mol4VV1NLdq8e8zpJpRfs21Q/JddqiuTZH7ib-QA7autdwFaFntxjtq1h7gJIB-YTpe0)""",,,,,,,,,8/1/2021 5:39pm,,,,
"Malus pumila ""Grimes Golden""",Have,1,"""""""Malus pumila """"""""Grimes Golden"""""""""""" (OCZSun, 35)""",Clone,"Malus pumila ""Grimes Golden""",Rosaceae-Amygdaloideae-Maleae: Malus spp (domesticated),heirloom,,,,,,Cultivar,fruit,,,,,,,,,,,,,,,,,7/2/2021 7:33pm,,,,
"Malus pumila ""Johnson Keeper""",Have,1,"""""""Malus pumila """"""""Johnson Keeper"""""""""""" (OCZSun, 36)""",Clone,"Malus pumila ""Johnson Keeper""",Rosaceae-Amygdaloideae-Maleae: Malus spp (domesticated),heirloom,,,,,,Cultivar,fruit,,,,,,,,johnsonkeeper.pdf (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/w01BX74apR0kJNwkyrTCsg/4Cd9J6b8U-Zx9HHjrD4_ub7OkpCuz1NhcHdYggKOqNz3C5tJ9N8sF05jqNwqoD6HeYfpT2c8uTfwghVmV-LFC88Tr8_K3BSSkj1o0Jtrs7Hdx85UKXrQvPV1KUkbx9qMEWMeVQKtXq8eaXBKNvsLKQ/ubtCVGR2-Yp_CyDlXrxBP6kK9_9uIHcL0vJ0-xeMiik),,,,,,,,,7/2/2021 7:36pm,,,,
Camarosa,Have,1,"""Camarosa (MANY, 224)""",Clone,Fragaria × ananassa,Rosaceae-Rosoideae-Potentilleae: Fragaria × ananassa (garden strawberry),,,,,,,,,,,,,"Plants have excellent early, mid, and late season production. Fruit is large, conical shaped, and sweet with a longer shelf life.

https://strawberries.ces.ncsu.edu/straberry-breeding-progam/strawberries-plasticulture-considerations-varieties/",,,,,,,,,,,,8/28/2022 2:48pm,,,,
Camarosa short-day strawberry,Have,1,"""Camarosa short-day strawberry (GSNE, GSNM, GSNW, MANY, 255)""",,Fragaria × ananassa 'Camarosa',Rosaceae-Rosoideae-Potentilleae: Fragaria × ananassa (short day),,,,,,,Cultivar,,,,,"Camarosa. ... The fruit is very large and firm and holds up well in rainy weather. To achieve the best Camarosa flavor, it is important to delay picking past the glossy bright red stage and to train pickers to harvest Camarosa when it takes on a darker color. However, when it becomes wine-red in color, it is becoming overripe..... Camarosa can really strengthen mid-to-late season sales when Chandler quantity and quality declines as the temperatures increase. This variety is receiving increased attention for its season extending potential.--https://strawberries.ces.ncsu.edu/straberry-breeding-progam/strawberries-plasticulture-considerations-varieties/
Camarosa – Available in conventional and organic. Plants have excellent early, mid, and late season production. Fruit is large, conical shaped, and sweet with a longer shelf life.",,,,,,,,,,,,,5/5/2024 5:26pm,,,,
Blackberry fruiting cane type,Have,3,"""Blackberry fruiting cane type (OCZSun, 23)"",""Blackberry fruiting cane type (OCZSun, 24)"",""Blackberry fruiting cane type (OCZSun, 25)""",Clone,,Rosaceae-Rosoideae-Rubeae: Rubus sp,,,,,,,Cultivar,"fruit,naturalizing",,,,https://content.ces.ncsu.edu/southeast-regional-caneberry-production-guide/pruning-and-training,,,,,,,,,,,,,7/5/2021 9:18am,,,,
